account_entities_key,survival_months,is_terminated,typeoftariff_coarse,risk_level_coarse,debit_exp_smooth,credit_exp_smooth,balance_exp_smooth,past_due_balance_exp_smooth,oldest_past_due_exp_smooth,waobd_exp_smooth,total_settlements,active_settlements,defaulted_settlements
860000480482,104,0,Gas_NonResidential,2,35.512122050564265,-40.882767650532,41.449782087488614,8.679932543959323,1.801321032757337,10.362026083105626,0,0,0
870100909629,34,0,Gas_NonResidential,2,391.3335126268849,-586.4970532666505,455.68529550530155,75.0304136691966,2.6007493528732146,6.389448365875419,2,0,0
860000128561,104,0,Gas_NonResidential,1,4.584347303460088,-4.874475613352064,3.316965872737576,0.0,0.0,9.488198395912907,0,0,0
870100015405,82,0,Gas_NonResidential,1,9.800988055150306,-10.521440028892968,8.225956924560409,0.1730535999008146,0.5748978638935347,11.640737393866011,0,0,0
870100698147,53,0,Gas_NonResidential,1,22.463776569835403,-38.92691094035191,-132.32609419067444,3.576427273680133e-05,1.8183297228751867e-05,1.1112927456608073,0,0,0
860000564963,104,0,Gas_NonResidential,5,258.43907545886026,-43.3535257099296,1938.193115470187,1692.3457419966176,52.287047253948664,63.933024213776775,0,0,0
870101181165,9,0,Gas_NonResidential,4,101.34556235229995,-198.17746457739997,226.01343097199995,165.281736,24.7476,40.670309999999986,0,0,0
870101084437,25,0,Gas_NonResidential,2,15.920595498879912,-22.38204492513386,15.083606669284675,1.3931429096208983,2.410789366128216,6.02126447382933,0,0,0
870101091410,9,1,Gas_NonResidential,7,0.0469765963216988,-0.042584981977859995,4.685365366683959,4.643254071397649,378.80018310713103,398.73818476043056,0,0,0
870100791652,36,1,Gas_NonResidential,7,0.26060913663262353,-0.38839594495174734,0.3184379270456278,0.17258369948863223,378.78527512757637,398.75945805863194,2,0,1
860001218923,4,1,Gas_NonResidential,1,0.0,-2.4323019846305506e-08,-97.71,0.0,0.0,0.0,0,0,0
860000195338,87,1,Gas_NonResidential,7,1.4612232780453732e-09,0.0,5.87,5.869999998538777,1814.3769800646012,1814.3739658001039,0,0,0
870100106189,67,0,Gas_Residential,1,26.475422498934055,-35.147469856758754,26.13835971030941,0.0001448610637845359,0.000859344980581639,12.852578085760804,0,0,0
860000498865,105,0,Gas_Residential,3,71.9730109369515,-100.39670201155758,75.87191768815623,3.8995692591665003,5.289906681829082,13.118994779042419,0,0,0
870101016476,28,0,Gas_Residential,5,14.829018701185017,-35.431520680252405,54.29458186602973,44.28441610282021,61.04660059338112,44.15155329209394,0,0,0
870100094274,69,0,Gas_Residential,3,19.170595322815146,-28.610619127419817,22.026672712711694,8.509471110404483,11.273094279623892,16.72370685140925,0,0,0
870100650681,54,0,Gas_Residential,1,26.062556404054437,-35.38545301249867,25.20934346624411,0.007099748455311469,0.3804938343163441,10.040928940487227,0,0,0
870100619635,58,0,Gas_Residential,1,26.723959673845627,-31.749212541024313,23.554413459998855,0.0,0.0,11.128179236680019,0,0,0
860001220241,90,0,Gas_Residential,2,18.014773052804788,-26.170137001295174,19.027681264980433,1.4605845505755908,3.8878192507899425,6.519545512412915,0,0,0
870100014522,82,0,Gas_Residential,2,9.938741818788491,-12.451622392670647,6.02456434522897,1.706405337265983,3.624282557282062,12.309936250460966,0,0,0
870100720381,51,0,Gas_Residential,1,79.66700714544866,-74.85312410762799,-11.240732201667726,0.002820428408285308,0.2820300321020713,17.311910885348908,0,0,0
870100808480,44,0,Gas_Residential,4,12.69311279396126,-15.40053513960628,31.056536135192985,24.24756777087537,31.64060714409417,32.932402105268544,0,0,0
860000739425,104,0,Gas_Residential,2,104.5773575662265,-103.51808463355358,13.206625836201471,12.138944675272004,2.271269848090438,12.254746063044308,0,0,0
870101078651,25,0,Gas_Residential,1,34.722110308747475,-47.990160956282125,30.958659106727094,0.0,0.0,2.17727270229,0,0,0
860001182722,94,0,Gas_Residential,1,160.0711522882521,-189.78328906422584,69.32831488797288,0.0,0.0,0.027705795058097598,0,0,0
860000094051,105,0,Gas_Residential,3,10.813333165852336,-16.791585242524192,20.198147896295048,10.330285411860245,9.368694173186235,19.799597545896194,0,0,0
860000990506,101,0,Gas_Residential,3,36.60944536756555,-46.76833330834082,37.76035381017941,4.715087735202727,8.500847180083902,16.505412643928622,0,0,0
870101084869,25,0,Gas_Residential,2,24.201839040582993,-32.4280688843921,24.212637375121066,19.613852070613287,3.8562858243107447,13.708120774387666,0,0,0
870100100279,67,0,Gas_Residential,1,19.086701339119116,-26.14008508770316,16.446211920033676,0.2206756960780614,0.5437958651749751,3.320366002292552,0,0,0
870100075803,69,0,Gas_Residential,1,3.546033126446495,-2.977167341799696,-1.3367043689378713,0.0,0.0,1.0618111208385563,0,0,0
860000643353,105,0,Gas_Residential,1,20.662808360286785,-25.36570256521784,19.692806889948983,0.008578785409502064,0.03936881355940993,9.470718898245593,0,0,0
870100053025,74,0,Gas_Residential,3,98.04247446761232,-135.63189523927923,484.2486473376012,28.718825714920115,6.867630425054857,90.085197124084,10,3,1
860001129146,98,0,Gas_Residential,4,17.395075721203085,-20.234806530461608,16.076008136400112,6.599135851662799,29.225526337745123,32.95769273730132,0,0,0
860001258375,93,0,Gas_Residential,6,52.49084071429381,-1.6468094205057542,751.0939272193827,740.2451209589079,251.2369808761114,122.05223609020703,0,0,0
860000881044,105,0,Gas_Residential,1,7.412865232829512,-5.815092244190075,-8.758153272166268,6.614444626829871e-10,1.981285256884524e-09,0.717530063658501,0,0,0
870100007254,84,0,Gas_Residential,1,7.002263921037,-7.384291206927852,4.121378957284401,0.0,0.0,4.402061375767996,0,0,0
860000766460,105,0,Gas_Residential,2,13.062767307075116,-13.198193490869858,15.869918089456533,4.763176744849314,3.788091924187263,11.554127309354572,5,0,0
860000972116,103,0,Gas_Residential,4,38.929167804148925,-76.56061940359713,389.02371824650146,67.45806127964497,26.09599130676545,115.04388238387577,11,1,1
860000740612,105,0,Gas_Residential,4,17.332508295447234,-26.129644117182828,27.10009027029659,19.30932339187809,18.11581457606392,26.921840725091055,0,0,0
860000966242,103,0,Gas_Residential,5,41.53082780510754,-32.20558243314659,56.77786068431672,45.73462099035345,47.976373572243666,44.05631172561688,0,0,0
870100820102,44,0,Gas_Residential,1,49.36362977663541,-57.65852708696467,19.354857781568512,0.0,0.0,0.11488887839367036,0,0,0
860000141084,104,0,Gas_Residential,1,22.784402645527646,-26.128893569309273,7.7981701460057575,0.019287210595761974,0.01364841558237222,1.5017043361626232,0,0,0
870100827466,44,0,Gas_Residential,1,26.873369604568474,-28.324661463437856,3.386187018814016,0.0,0.0,0.016175420537093987,0,0,0
870100898336,37,0,Gas_Residential,1,40.79072741017914,-47.15434774227911,33.26789240425508,0.0,0.0,9.053310767438665,0,0,0
870100070859,71,0,Gas_Residential,1,28.11931050406727,-30.781243377194027,17.41117650541671,0.07420807161284204,0.04164635357975319,8.499774294600815,0,0,0
870101139221,21,0,Gas_Residential,1,8.770934356527341,-8.35451673262694,-5.711747981323845,0.9059796542999995,0.07411886999999995,1.8884243036020198,0,0,0
860000991744,101,0,Gas_Residential,1,16.92066128839524,-22.12372296371708,15.610475652166347,0.0,0.0,10.348491290260315,0,0,0
860001123057,99,0,Gas_Residential,2,4.717988473141573,-6.996033065620445,5.305261662914843,0.9336037076747642,3.2746196913226187,4.318251800214113,0,0,0
870101138125,21,0,Gas_Residential,1,41.40056532482095,-48.413668688285384,16.411002882571207,0.0,0.0,0.028028456757193263,0,0,0
860000143387,104,0,Gas_Residential,2,46.12542806827483,-51.97623252713893,27.066765209538,4.028884420092753,1.5263853323379935,8.241546166757166,0,0,0
